id,book,chapter,chapter_name_tamil,chapter_name_english,kural_tamil,transliteration,meaning_english,meaning_tamil,explanation_english,explanation_tamil
668,2,67,வினைத்திட்பம்,Power in Action,"கலங்காது கண்ட வினைக்கண் துளங்காது
தூக்கங் கடிந்து செயல்.","Kalangaadhu Kanta Vinaikkan Thulangaadhu
Thookkang Katindhu Seyal",An act that has been firmly resolved on must be as firmly carried out without delay,மனம் தெளிந்து செய்யத் துணிந்த செயலைத் தடுமாறாமல் தாமதிக்காமல் செய்க.,"Once you've thought something through and decided to do it, stop overthinking and just *do* it already.

**Kalangaadhu** — means without confusion or wavering. You've made your call with a clear head, so don't second-guess yourself now.

**Thulangaadhu** — no hesitation or stumbling around. You need to move with actual conviction, not dilly-dally.

**Thookkang Katindhu Seyal** — literally ""cut through sleep and act."" In other words, don't delay or make excuses. Get it done without dragging your feet.

The whole point? Decisive action beats endless deliberation. Think hard, decide, then execute without wavering or procrastinating.","ஒரு வேலையைச் சரியாக சிந்தனை செய்து முடிவு செய்தப் பின்னர், அதை தைரியமாகவும் தாமதமின்றியும் செய்து முடிக்க வேண்டுமென்கிறது இக்குறள்.
**""கலங்காது கண்ட வினை""** — மனக்குழப்பமில்லாமல் தெளிவாக முடிவு செய்யப்பட்ட ஒரு செயல்.
**""துளங்காது""** — நடுங்காமல், தளராமல், சோர்வு தெரிப்பாமல்.
**""தூக்கங் கடிந்து""** — உடனடியாக, தாமதமேயில்லாமல்.

நாம் வேலை செய்யும்போது நினைவு செய்ய வேண்டிய விஷயம் இது. முதலில் நன்றாய் யோசனை செய்து, பிறகு முடிவு செய்தால், அந்த வழியிலேயே தயக்கமில்லாமல் நடந்துவிட வேண்டும். நடுமுறிச்சோர், காலம் இழுக்கல் — இதெல்லாம் வெற்றி நிச்சயிக்கும் வாய்ப்பை விழுங்கூட வைத்துவிடும்."
669,2,67,வினைத்திட்பம்,Power in Action,"துன்பம் உறவரினும் செய்க துணிவாற்றி
இன்பம் பயக்கும் வினை.","Thunpam Uravarinum Seyka Thunivaatri
Inpam Payakkum Vinai","Though it should cause increasing sorrow (at the outset), do with firmness the act that yield bliss (in the end)",ஒரு செயலைச் செய்யும்போது துன்பம் அதிகமாக வந்தாலும் முடிவில் இன்பம் தரும் அச்செயலை மனம் தளராமல் செய்க.,"Real success demands you push through the pain—don't bail on a worthwhile goal just because it hurts at first.

**Thunpam** — the sorrow and struggle that shows up when you're doing hard things; it's real, it's uncomfortable, but it's temporary.

**Thunivaatri** — doing it with grit and determination anyway; this is courage in action, not the absence of fear but moving forward despite it.

**Inpam Payakkum Vinai** — work that ultimately brings happiness and fulfillment; the payoff is worth the price.

The bottom line: bite the bullet now, reap the rewards later. That's how real, lasting happiness gets built.","கடினமான செயல்களைச் செய்ய வேண்டியிருக்கும்போது, முதலில் துன்பம் வந்தாலும் அதைத் தாங்கிக்கொண்டு முடிவுவரை செய்து முடிக்க வேண்டும் என்பதே இக்குறளின் செய்தி.
**""துன்பம் உறவரினும்""** — பிரச்சனைகள் வந்து தொல்லையாக இருந்தாலும் என்று பொருள். மாறாமல் அலையாமல் நின்று செயல்பட வேண்டும்.
**""துணிவாற்றி""** — மனம் தளராமல் தைரியத்தோடு என்று சொல்கிறது.
**""இன்பம் பயக்கும் வினை""** — சரியாகச் செய்யப்பட்ட தொழில் இறுதியில் சுகமும் வெற்றியும் கொடுக்கும் என்பது உட்பொருள்.

பொதுவாக நல்ல செயல்களைச் செய்யும்போது முன்பு சிரமம் இருந்தாலும், கடைசியில் மனதிற்குச் சிறிதும் வருத்தம் இல்லாமல் மகிழ்ச்சி கிடைக்கும் அல்லவா? அதுதான் இந்த பாடலின் உண்மை."
670,2,67,வினைத்திட்பம்,Power in Action,"எனைத்திட்பம் எய்தியக் கண்ணும் வினைத்திட்பம்
வேண்டாரை வேண்டாது உலகு.","Enaiththitpam Ey Thiyak Kannum
Vinaiththitpam Ventaarai Ventaadhu Ulaku","The great will not esteem those who esteem not firmness of action, whatever other abilities the latter may possess",எத்தனை வகை உறுதி உடையவராக இருந்தாலும் செயல் உறுதி இல்லாதவரை உயர்ந்தோர் மதிக்கமாட்டார்.,"No amount of raw talent or ability matters if you can't actually follow through on what you start.

**Enaiththitpam** — having all kinds of strengths and abilities, sure, but that's almost beside the point.

**Vinaiththitpam** — what really counts is steadiness and commitment in the work itself, the actual doing.

**Ventaarai ventaadhu ulaku** — if you lack that backbone, the world simply won't respect you, no matter how gifted you are otherwise.

The bottom line? Great action beats great potential every single time. The world respects doers who stay the course, not brilliant starts that fizzle out.","எவ்வளவு புத்திசாலியாக இருந்தாலும், செயல்களில் உறுதி இல்லாதவரை உலகம் மதிக்கவே மாட்டாது என்பதுதான் இந்தக் குறளின் செய்தி.
**""வினைத்திட்பம்""** — ஒரு வேலையை செய்யும்போது தொடர்ந்து முயற்சி செய்யும் தன்மை. ஒரு முறை ஆரம்பித்தால் முடிவுவரை விடாமல் சாதிக்கும் உறுதிதான் இது.
**""எனைத்திட்பம் எய்தியக் கண்ணும்""** — நம்மிடம் பல மாதிரியான திறமைகள், பொருள், புகழ் இருக்கலாம். ஆனால் அவையெல்லாம் சாதாரணமே.
**""வேண்டாரை வேண்டாது உலகு""** — நம்மை யாரும் விரும்பவில்லையென்றால் உலகம் நம்மை தேடி வராது.

ஓரிடத்தில் சேவை செய்ய ஆரம்பிப்பவர், அல்லது ஆட்சிக்குதிரையாய் இருந்தபடி வேறு பக்கமாய் பார்ப்பவர் — இவர்களை எவ்வளவுதான் தகுதி இருந்தாலும் சமூகம் நம்ப மாட்டாது. பணிக்குள் உறுதி வேண்டுமே — இதுதான் கதை."
671,2,68,வினை செயல்வகை,Modes of Action,"சூழ்ச்சி முடிவு துணிவெய்தல் அத்துணிவு
தாழ்ச்சியுள் தங்குதல் தீது.","Soozhchchi Mutivu Thuniveydhal Aththunivu
Thaazhchchiyul Thangudhal Theedhu",Consultation ends in forming a resolution (to act); (but) delay in the execution of that resolve is an evil,"ஓர் ஆலோசனையின் முடிவு, செயலைச் செய்யும் துணிவைப் பெறுவதே, பெற்ற அத்துணிவைச் செயலாக்கக் காலம் தாழ்த்தினால் அது தீமையாகும்.","Planning is pointless if you chicken out when it's time to act—procrastination kills even the best decisions.

**Soozhchchi mutivu** — when you finish deliberating and reach a solid decision, that's when you're supposed to commit.

**Thuniveydhal** — forming that courage or resolve to actually go through with it is the whole point of thinking things through.

**Thaazhchchiyul thangudhal** — but then sitting around and delaying, letting fear creep back in? That's genuinely bad. You've already done the homework, weighed the pros and cons, and decided—now hesitating just wastes everything you've built up.

The lesson hits hard: bold action on a sound plan beats careful deliberation that never leaves the starting line.","நாம் எந்த ஒரு செயலை செய்ய முடிவு எடுக்கற முன்னாடி நல்ல மாதிரியா யோசிச்சு பார்க்கணும். அந்த யோசனைக்கு முடிவு வந்திடுச்சுன்ன அர்த்தம் — செயல் செய்யக்கூடிய **துணிவு** பிறந்திருச்சுன்ன மாதிரிதான். ஆனால், அந்த முடிவு எடுத்தப்புறம் செயல் செய்யணும்ற நேரத்தில் தாமதம் பண்ணினா, அதுவும், உறுதி இருந்தாலும் கூட, பெரிய தீமை.
**""சூழ்ச்சி முடிவு""** — ஆராய்ந்து சிந்தனை செஞ்சு தெளிவு பெறுவது

**""துணிவெய்தல்""** — அந்த தெளிவால் செயல் புரிக்கணும்ற தைரியம் வருவது

**""தாழ்ச்சியுள் தங்குதல்""** — நேரம் கழிச்சு, சோம்பேறியா தள்ளி வெச்சு இருப்பது

திட்டம் போட்டாலும் செயல்படாட்டா, திட்டம் இருந்ததுக்கே பயனு இல்லை. உங்களாலும் பிறரிடமும் நெருங்குமே."
672,2,68,வினை செயல்வகை,Modes of Action,"தூங்குக தூங்கிச் செயற்பால தூங்கற்க
தூங்காது செய்யும் வினை.","Thoonguka Thoongich Cheyarpaala Thoongarka
Thoongaadhu Seyyum Vinai",Sleep over such (actions) as may be slept over; (but) never over such as may not be slept over,காலந்தாழ்த்திச் செய்யவேண்டிய செயல்கள் என்றால் காலந்தாழ்த்துக; காலம் தாழத்தாது செய்ய வேண்டிய செயல்கள் என்றால் காலம் தாழ்த்த வேண்டா.,"Don't procrastinate on *everything*, but know which tasks actually need your immediate attention versus which ones can wait.

**Thoonguka** — This means to sleep or delay; it's your permission slip to postpone tasks that aren't urgent.

**Thoongarka** — But *don't* sleep on these—urgent, time-sensitive work demands action now, no delays allowed.

**Thoongaadhu Seyyum Vinai** — Work that can't wait is work that'll blow up in your face if you push it off.

The real wisdom here? Not all delays are created equal. Some projects benefit from breathing room and thoughtful timing, but critical stuff? That's gotta happen *now*.","செய்யவேண்டிய வேலைகளைப் பொறுத்து சரியான நேரம் தெரிந்து கொள்ள வேண்டும் — அப்படி தான் இந்தக் குறள் சொல்கிறது.
**""தூங்குக""** — விரைவான வேலைகளை தாமதப்படுத்திச் செய்ய கூடாது; ஆனால் பொறுமையாக யோசனை செய்ய தகுந்த வேலைகளை உடனே செய்யாமல் தாமதித்து செய்யலாம்.
**""தூங்கற்க""** — நெருக்கடியான, கட்டாய வேலைகளுக்கு கொஞ்சமும் தாமதம் செய்யக் கூடாது; காலம் கழிந்தால் பாடு படுவோம்.
**""வினை""** — ஒவ்வொரு செயலுக்கும் தனி நேரம் உண்டு; அது அறிந்து செயல்படுவது தான் புத்திமை.

இன்றைய வாழ்க்கையில் அவசரமான மின்னஞ்சல், சட்டப் பாராட்டு விண்ணப்பம் போன்றவற்றை மாற்றினால் தவறு; ஆனால் நூதன திட்டங்களை ஆலோசனை செய்து செய்யலாம் — அதுவும் ஒருவித புத்திமை தான்."
673,2,68,வினை செயல்வகை,Modes of Action,"ஒல்லும்வா யெல்லாம் வினைநன்றே ஒல்லாக்கால்
செல்லும்வாய் நோக்கிச் செயல்.","Ollumvaa Yellaam Vinainandre Ollaakkaal
Sellumvaai Nokkich Cheyal","Whenever it is possible (to overcome your enemy) the act (of fighting) is certainly good; if not, endeavour to employ some more successful method","ஒரு செயலைச் செய்யும்போது சாம, தான, பேத, தண்டம் என்னும் எல்லா உபாயங்களிலும் தண்டம் என்னும் உபாயம் கொண்டு செய்வது நல்லது. அது பலன் அளிக்காத போது, பிற மூன்றினுள் ஏற்ற ஒன்று கொண்டு செய்க.","The best approach depends on what actually works—not what you'd prefer to do.

**Ollumvaa** — when you're able to, when you have the strength or advantage to pull something off directly, that's the time to act.

**Vinainandre** — the action itself (fighting, confronting, whatever it takes) is genuinely good and right.

**Sellumvaai Nokkich** — but if you can't win that way, you shift strategy and look toward what will actually succeed instead—maybe diplomacy, negotiation, or waiting for a better moment.

It's basically saying: do what works, not just what feels righteous. Adapt or lose.","ஒரு வேலை செய்ய இணங்கினால் — எல்லா வழிகளிலும் அதை நிறைவு செய்வது சரி. ஆனால் அது சாத்தியமில்லையென்றாலோ? அப்போ வேறு வழி பார்த்து அதன் மூலம் உனது குறிக்கோள் அடை. சாம, தான், பேத, தண்டம் — நான்கு உபாயங்களிலும் செயல் செய்ய வேண்டியது உண்டு. பேச்சாலும் நல்லது, பொருளாலும் நல்லது, ஆளாலும் நல்லது, வலிமையாலும் நல்லது.
**""ஒல்லும்வா""** — எளிதாய் முடியக் கூடிய, சாத்தியம் உள்ள நிலை

**""செல்லும்வாய்""** — பயன்கொடுக்கும் வழி, வெற்றியளிக்கும் பாதை

**""நோக்கிச் செயல்""** — அதை நட்சத்திரம் போல பார்த்துக் கொண்டு செய்ய வேண்டும்

ஜீவனசாலைகளில் இப்போ பல சவாலுக்கு எதிராய் நாம் ஒரே மாதிரி வேலை செய்ய முயற்சிப்போம். ஆனால் மாறுவதுதான் வாழ்க்கை — சூழ்நிலை பற"
674,2,68,வினை செயல்வகை,Modes of Action,"வினைபகை என்றிரண்டின் எச்சம் நினையுங்கால்
தீயெச்சம் போலத் தெறும்.","Vinaipakai Endrirantin Echcham Ninaiyungaal
Theeyechcham Polath Therum","When duly considered, the incomplete execution of an undertaking and hostility will grow and destroy one like the (unextinguished) remnant of a fire","செய்யத் தொடங்கிய செயல், அழிக்கத் தொடங்கிய பகை இவை இரண்டிலும் மிச்சம் இருந்தால் அவை தீயின் மிச்சம் போல வளர்ந்து அழிக்கும் (ஆதலால் எதையும் முழுமையாகச் செய்க)","Don't leave things half-done, or they'll blow up in your face.

**Vinaipakai** — incomplete work and unresolved enemies aren't harmless leftovers; they're dangerous loose ends.

**Echcham** — the remnants or embers that keep smoldering.

**Theeyechcham** — like a fire you thought you'd put out but didn't fully extinguish; it quietly grows back and destroys everything.

The lesson? Whether you're finishing a project or settling a conflict, go all the way. Leave it half-cooked and it'll haunt you with the same creeping, unstoppable damage as a hidden ember becoming a raging fire.","நீங்க ஒரு செயலைத் தொடங்கிவிட்டு அடியோடு முடிக்காமல் விட்டாலோ, ஒரு பகையை அடியோடு அழிக்காமல் விட்டாலோ, அது தீயின் மிச்சம் போல் மறைந்தாலும் இருக்கவே செய்யும். பின்னாட்களில் அது திடீரென்று பெரிய ஆபத்தாக வெடிக்கிறது.
**""வினைபகை""** — நிறைவுபெறாத செயல்களும், முற்றிலுமாய் அடங்காத பகைகளும். இரண்டுமே ஆபத்து.
**""எச்சம்""** — மீதம் இருப்பது, முடிந்திருக்க வேண்டிய ஆனால் முடியாமல் தங்கியது.
**""தீயெச்சம் போல் தெறும்""** — சாம்பலாய்த் தெரிந்தாலும் உள்ளே நெருப்பை சுட்டுகொண்டிருக்கும் தீ, எப்போது வேண்டுமானாலும் பெரிய நெருப்பாய் எழுந்துவிடுவது.

இதனால்தான் ஏதையும் செய்யத் தொடங்கிய பின்பு முழுமையாக முடிக்க வேண்டும். அரைகுறையாய் விட்டுச் செல்லலாம் என்கிற சி"
675,2,68,வினை செயல்வகை,Modes of Action,"பொருள்கருவி காலம் வினையிடனொடு ஐந்தும்
இருள்தீர எண்ணிச் செயல்.","Porulkaruvi Kaalam Vinaiyitanotu Aindhum
Iruldheera Ennich Cheyal","Do an act after a due consideration of the (following) five, viz money, means, time, execution and place","ஒரு செயலைச் செய்யத் தொடங்கும்போது தனக்கும் தன் எதிரிக்கும் இருக்கும் செல்வம், சாதனங்கள், ஏற்ற காலம், செயல்திறம், பொருத்தமான இடம் ஆகிய ஐந்தையும் சந்தேகத்திற்கு இடம் இல்லாமல் சிந்தித்துச் செய்க.","Don't just jump into action blindly—do your homework first and think through the five critical factors.

**Porulkaruvi** — the money and resources you've got available; can you actually afford this?

**Kaalam** — timing matters hugely; is this the right moment to act?

**Vinaiyitan** — the actual work itself and whether you've got the skills to pull it off.

The bottom line? Before you commit to anything important, step back and honestly assess your resources, tools, timing, ability, and location. Think clearly, remove the fog, *then* act. That's how smart people get things done.","எந்தக் காரியத்தையும் செய்யத் தொடங்குறதுக்கு முன்னாடி ஐந்து விஷயங்களைப் பிடிக்கிக் கொள்ள வேண்டும்ங்கறது இந்தக் குறள் சொல்கிறது.
**""பொருள்""** — அந்தச் செயலுக்குப் போதுமான பணம் உண்டோ? **""கருவி""** — தேவையான கருவிகள், திறமை எல்லாம் உன்னிடம் இருக்குதோ? **""காலம்""** — இப்போ சரியான நேரமாஇருக்குதோ? **""வினையிடன்""** — நீ திட்டமிட்ட செயல்தான் செய்ய வேண்டியதோ? **""இடம்""** — சரியான இடத்துல செய்கிறையோ?

இந்த ஐந்தையும் தெளிவாய் யோசனை செய்யாம எந்தக் காரியம் செய்யறவங்க பெரும்பாலும் தோல்வியே அடிக்குறார். இன்றைய வாழ்க்கையிலும் வேலை, வியாபாரம், பாடசாலம் எங்கையும் இந்த ஐந்தையும் சரியாய் பார்த்துச் செயல்பட்டாங்கறே வெற்றி நிச்சயம்."
676,2,68,வினை செயல்வகை,Modes of Action,"முடிவும் இடையூறும் முற்றியாங்கு எய்தும்
படுபயனும் பார்த்துச் செயல்.","Mutivum Itaiyoorum Mutriyaangu Eydhum
Patupayanum Paarththuch Cheyal","An act is to be performed after considering the exertion required, the obstacles to be encountered, and the great profit to be gained (on its completion)","ஒரு செயலைச் செய்யும்போது அது முடிவதற்கான முயற்சி, இடையில் வரும் தடை, முடியும்போது அடையும் பெரும்பயன் ஆகியவற்றை எண்ணிப் பார்த்துச் செய்க.","Before you jump into any project, do your homework and think it through properly.

**Mutivum** — the effort and hard work you'll need to put in to actually finish the thing.

**Itaiyoorum** — all the obstacles and roadblocks that'll probably show up along the way.

**Patupayanum** — the real benefit you'll gain once it's all done.

The point is simple: don't be reckless. Look at the effort required, the problems you'll face, and what you'll actually gain by finishing. Do that calculation first, *then* decide if it's worth doing.","எந்தப் பெரிய காரியத்தையுமே ஆரம்பிக்கறதுக்கு முன்னாடி மூன்று விஷயங்களை நாம நல்லாப் பார்த்துச் சிந்திக்க வேண்டும். முடிவுக்கு வரக்கூடிய சிரமம், பாதையில் தடை வரக்கூடிய சாத்தியம், ஆனாலும் கிடைக்கப்போற பெரிய பலன் — இந்த மூணையுமே ஒருத்தரோட புத்தியோட நிற்க வைத்து செயல்பட வேண்டிய முறையை திருவள்ளுவர் சொல்றார்.
**""முடிவும் இடையூறும""** — ஒரு பணி முடிக்கப் போற கடுமையும், வழியில் வர போற பிரச்சினைகளும் இரண்டையுமே கணக்கில் வெச்சு ஆரம்பிக்க வேண்டும்.
**""படுபயன""** — இதுவெல்லாம் தாங்கிப் போயிட்ட பிறகு கிடைக்கப் போற பெரிய பலம்.

ஆச்சரியமாய் ஒரு வேலையை எழுந்து பாய்ற பதிலா, முறையாய் யோசனை செஞ்சு பிறகு செய்றவனே உயிர் பிழையாமல் வெற்றியோட நிக்கறான்."
677,2,68,வினை செயல்வகை,Modes of Action,"செய்வினை செய்வான் செயன்முறை அவ்வினை
உள்ளறிவான் உள்ளம் கொளல்.","Seyvinai Seyvaan Seyanmurai Avvinai
Ullarivaan Ullam Kolal",The method of performance for one who has begun an act is to ascertain the mind of him who knows the secret thereof,"ஒரு செயலைச் செய்யத் தொடங்குபவன் அதைச் செய்யும் முறையாவது, அச்செயலை இதற்கு முன்பு செய்திருப்பவனின் கருத்தை அறிந்து கொள்வதேயாகும்.","If you're starting something new, don't reinvent the wheel—talk to someone who's already done it right.

**Seyvaan** — the person actually doing the work, the one who's jumped in.

**Seyanmurai** — the proper method or approach; the smart way to go about it.

**Ullarivaan** — someone who truly understands the thing inside-out, who knows its secrets.

The core idea? When you're tackling a task, your best move is to figure out what's in the mind of someone who's already mastered it. Learn from their experience, adopt their thinking, and you'll avoid the rookie mistakes.","ஒரு புதிய வேலையைத் தொடங்க நினைச்சிங்களா? முதல்ல அந்த வேலைய நல்லா தெரிஞ்ச, அதிலே பண்ணை உள்ள ஆளோட கருத்தைக் கேட்டுப் புரிஞ்சுக்கோ. அவர் பண்ணிய விதம் தான் சரியான வழி.
**""செய்வினை""** — கைகளாய் செய்யற வேலை, ஏதோ ஒரு கலை அல்லது தொழில்.
**""உள்ளறிவான்""** — அந்த வேலையோட நுணுக்கமான விஷயங்களெல்லாம் மனசில் கொண்டிருக்கிற நல்ல அனுபவம் வாய்ந்த ஆள்.
**""உள்ளம் கொளல்""** — அவனோட மனத்தோட சிந்தனையை தெரிஞ்சுக்கோ, ஏற்கணுமே.

தொழிலுலகில் இன்னும் இதுதான் உண்மை — அனுபவ சொத்து அதிகமான ஆளெ பக்கல் படிப்பவதுதான் எல்லாதுமே."
678,2,68,வினை செயல்வகை,Modes of Action,"வினையான் வினையாக்கிக் கோடல் நனைகவுள்
யானையால் யானையாத் தற்று.","Vinaiyaan Vinaiyaakkik Kotal Nanaikavul
Yaanaiyaal Yaanaiyaath Thatru",To make one undertaking the means of accomplishing another (similar to it) is like making one rutting elephant the means of capturing another,ஒரு செயலைச் செய்யும்போதே இன்னொரு செயலையும் செய்து கொள்வது மதநீர் வழியும் யானையால் இன்னொரு யானையைப் பிடிப்பது போலாம்.,"When you're tackling one job, try to knock out a related task at the same time—it's way more efficient than doing them separately.

**Vinaiyaan Vinaiyaakkik** — using one action to accomplish another action simultaneously, like getting two birds with one stone.

**Kotal** — making one task serve double duty as the tool for finishing something else.

**Yaanaiyaal Yaanaiyaath Thatru** — it's exactly like how ancient hunters used one wild elephant to catch another one—you're leveraging what you've got to accomplish your next goal without wasting extra effort.","ஒரு செயலைச் செய்யும்போதே இன்னொரு சம செயலையும் முடித்துக் கொள்ள வேண்டும் என்பதுதான் இங்கே சொல்லப்படுகிறது. பொருளாதாரமாகவும், நேரத்தையும் உழைப்பையும் சேமிக்கவும் இது ஒரு புத்திசாலித்தமான வழி.
**""வினையான் வினையாக்கி""** — ஒரு வேலையை வாயிலாக மற்றொரு வேலையைச் செய்து முடிப்பது. உதாரணத்திற்கு, சந்தைக்குப் போகும்போதே வாடிக்கையாளரைச் சந்தித்து விஷயம் முடிப்பது.
**""யானையால் யானையாத் தற்று""** — ஒரு களை பயன்படுத்தி மற்றொரு களையைப் பிடிப்பது போல. இரு பொருத்தமான வலிமை சதைக்குச் சாதகமாகப் பயன்படுத்துவது.

இன்றைய வேளையில், மாணவர் பாடம் கேட்கும்போது குறிப்புக் குறிப்பது, குடும்பத்திற்கு உதவும் போது திறமை பெறுவது — இப்படிப் பல நோக்கங்களை ஒரே செயலில் ஒன்றிணைக்கிற புத்திசாலிதான் உண்மையான வெற்றி."
679,2,68,வினை செயல்வகை,Modes of Action,"நட்டார்க்கு நல்ல செயலின் விரைந்ததே
ஒட்டாரை ஒட்டிக் கொளல்.","Nattaarkku Nalla Seyalin Viraindhadhe
Ottaarai Ottik Kolal",One should rather hasten to secure the alliance of the foes (of one's foes) than perform good offices to one's friends,ஒரு செயலைச் செய்யும்போது நண்பர்களுக்கு நல்லது செய்வதைக் காட்டிலும் தன் பகைவர்களோடு நட்புக் கொள்வது விரைந்து செய்யப்படவேண்டியது.,"Making peace with your enemy's enemies matters way more than doing favors for your friends.

**Nattaar** — your friends, the people already close to you.

**Nalla Seyalin** — good deeds or helpful actions toward them.

**Ottaarai Ottik Kolal** — aligning with your enemy's foes, basically turning rivals into allies. The key insight? That alliance move should happen *faster* than your generosity toward buddies.

It's pure strategy. Your friends already have your loyalty, so it's less urgent. But securing enemies' enemies? That's defensive power that pays dividends immediately.","நண்பர்களுக்குச் செய்யும் நல்ல செயல்களைக் காட்டிலும், நம் பகைவர்களோடு நட்புக் கொள்ளவே முதலில் அவசரப்பட வேண்டுமென்று சொல்கிறது இந்தக் குறள். அரசியல் நடமாட்டத்தில் எதிரிகளை கூட்டுக்குள் அழைக்கப் பெரிய தந்திரமும் வலிமையும் தேவைப்படுதல்.
**""நட்டார்""** — நம் நண்பர்களும், கூட்டணிக்காரர்களும்

**""ஒட்டாரை ஒட்டிக் கொளல்""** — எதிரிகளைத் தனியாக நம் சரணாகதியில் கொண்டுவருவது

**""விரைந்ததே""** — முன்னமே, முதலாவதாக செய்ய வேண்டியது

பகைவருடன் நட்பு கொள்ளுவது சவாலான விஷயம்தான். ஆனால் எதிரிலாம் கூட்டு சேர்த்துக் கொண்டால், அவனுடைய தலைமை வீழ்ந்துவிடும். இது சர்வகாலச் சிந்தனை—சந்தர்பம் கொண்டு பிரச்சினைகள் தீர்பது அறிவுத்தொழிலின் மூலமா சிறந்ததல்"
680,2,68,வினை செயல்வகை,Modes of Action,"உறைசிறியார் உள்நடுங்கல் அஞ்சிக் குறைபெறின்
கொள்வர் பெரியார்ப் பணிந்து.","Uraisiriyaar Ulnatungal Anjik Kuraiperin
Kolvar Periyaarp Panindhu","Ministers of small states, afraid of their people being frightened, will yield to and acknowledge their superior foes, if the latter offer them a chance of reconciliation","சிறிய இடத்தில் வாழ்பவர், தம்மிலும் பெரியவர் எதிர்த்து வரும்போது அவரைக் கண்டு தம்மவர் நடுங்குவதற்கு அஞ்சி அப்பெரியவரைப் பணிந்து ஏற்றுக் கொள்வர்.","Weak leaders will bow to stronger enemies if it means keeping their own people from panicking.

**Uraisiriyaar** — rulers of smaller kingdoms or territories who lack real power and influence.

**Ulnatungal** — the inner trembling or fear that spreads among their own subjects.

**Kuraiperin** — when they're offered something they want, some gain or concession that makes surrender look worthwhile.

Here's the real deal: insecure leaders prioritize stability over dignity. The moment their people start getting nervous about a stronger opponent, these small-time rulers will happily submit and shake hands with their rivals—especially if there's something in it for them. Valluvar's pointing out how fear breeds compromise.","சிறிய நாட்டின் தலைவர்கள் தங்கள் மக்கள் பயப்பட்டு நடுங்குவதைக் கண்டு அஞ்சி, பெரிய சக்தியுள்ளவர்களுடன் சமாதானம் செய்து கொள்ளும் நிலை பற்றிப் பேசுகிறது இக்குறள்.
**""உறைசிறியார்""** — சிறிய நாடோ, சமூகத்திலோ வாழ்பவர்கள்.
**""உள்நடுங்கல் அஞ்சி""** — தம் நகரம் பயம் கொள்வதைப் பார்த்து தாமே பயப்படி, கவலை கொள்ளுதல்.
**""பெரியார்ப் பணிந்து""** — வலிமையுள்ளவர்களை ஏற்றுக்கொண்டு அவர்களுக்கு அடிபணிந்து போதல்.

ஆக, தம் மக்களின் பயக்குறிப்பு தாங்களாய் மனதில் எடுத்துக்கொண்டு, சமாதானம் சாத்தியம் என்றாலே வலிய பெரியாரைப் பணிந்து ஒத்துக்கொள்ள தயாராய் இருப்பர் என்கிறது.

இன்று நாம் நியாயமற்ற சூழ்நிலையில் இயல்பாகவே சமரசம் செய்து கொள்"
681,2,69,தூது,The Envoy,"அன்புடைமை ஆன்ற குடிப்பிறத்தல் வேந்தவாம்
பண்புடைமை தூதுரைப்பான் பண்பு.","Anputaimai Aandra Kutippiraththal Vendhavaam
Panputaimai Thoodhuraippaan Panpu","The qualification of an ambassador are affection (for his relations) a fitting birth, and the possession of attributes pleasing to royalty","நாட்டு மக்கள், அரசு, உறவு இவற்றின் மீது அன்பும், நற்குணம் நிறைந்த குடிப்பிறப்பும், அரசு விரும்பும் பண்பும் கொண்டிருப்பவரே தூதர்.","An ambassador isn't just anyone picked off the street—they need serious credentials to represent you well.

**Anputaimai** — genuine affection and loyalty, especially toward your own people and relationships. An ambassador needs to care deeply about what they're representing, not just collect a paycheck.

**Kutippiraththal** — noble birth or coming from a respectable family. Your envoy should have a solid reputation backing them up; credibility matters when you're speaking for a kingdom.

**Panputaimai** — refined character and pleasing qualities that royalty actually respects. Basically, they need to be someone a king wants to sit across from at a negotiation table.

Put it together: the best ambassadors combine real loyalty, good breeding, and genuine charm—that's your winning formula for getting things done.","தூதராக இருப்பவர் எப்படி இருக்க வேண்டும் என்பதைச் சொல்கிறது இக்குறள். தூது சொல்லலுக்கு மூன்று முக்கியமான குணங்கள் தேவை.
**""அன்புடைமை""** — கொடுக்கும் செய்திக்கு பின்னால் உள்ள உறவு, மக்கள், நாட்டின் மீது உண்மையான பற்று இருக்க வேண்டும். அப்போதுதான் செய்தி நன்றாக கடத்தப்படும்.
**""குடிப்பிறத்தல்""** — நல்ல குலத்தில் பிறந்திருப்பது. இது நல்ல பாரம்பரியம், கல்வி, மரியாதை எல்லாம் கொண்டு வரும்.
**""பண்பு""** — அரசர் விரும்பும் நல்ல நடத்தை, அறிவுரை சொல்லும் திறமை, நல்ல பேச்சு, எல்லாம் கொண்டிருக்க வேண்டும்.

இன்றைய நாளிலும், தலைமை நிலையில் இருப்பவர்களோ, பொறுப்பு வகிப்பவர்களோ இந்த மூன்றையுமே கொண்டிருக்க வேண்டும். நம்பகத்தன்மையும், பின்னனியும், தகுதியுமான ஆள்தான்"
